2022/02/25 01:43:14,14488.103448275862
2022/02/25 01:43:20,14507.01724137931
2022/02/25 01:43:30,14544.706896551725
2022/02/25 01:44:35,14779.275862068966
2022/02/25 01:44:40,14795.620689655172
2022/02/25 01:44:50,-29943.431034482757
2022/02/25 01:45:00,14866.655172413793
2022/02/25 01:45:10,14903.586206896553
2022/02/25 01:45:20,14939.362068965518
2022/02/25 01:45:30,14976.5
2022/02/25 01:45:57,15075.293103448275
2022/02/25 01:46:05,15084.5
2022/02/25 01:46:10,15098.931034482759
2022/02/25 01:46:20,15137.01724137931
2022/02/25 01:46:30,15167.103448275862
2022/02/25 01:46:40,15198.672413793103
2022/02/25 01:46:50,15230.568965517241
2022/02/25 01:47:00,35873.55172413793
2022/02/25 01:47:10,15260.655172413793
2022/02/25 01:47:20,15293.844827586207
2022/02/25 01:47:30,15322.844827586207
2022/02/25 01:47:40,15354.862068965518
2022/02/25 01:47:50,15387.189655172413
2022/02/25 01:48:00,15417.206896551725
2022/02/25 01:48:10,15449.913793103447
2022/02/25 01:48:20,15483.310344827587
2022/02/25 01:48:30,15514.327586206897
2022/02/25 01:48:40,15544.344827586207
2022/02/25 01:48:50,15575.896551724138
2022/02/25 01:49:00,15611.224137931034
2022/02/25 01:49:10,15640.413793103447
2022/02/25 01:49:20,15671.241379310344
2022/02/25 01:49:30,15704.98275862069
2022/02/25 01:49:40,15737.068965517241
2022/02/25 01:49:50,15767.844827586207
2022/02/25 01:50:00,15800.879310344828
2022/02/25 01:50:10,15798.98275862069
2022/02/25 01:50:20,15793.637931034482
2022/02/25 01:50:30,15789.51724137931
2022/02/25 01:50:40,15786.327586206897
2022/02/25 01:50:50,15780.706896551725
2022/02/25 01:51:00,15776.103448275862
2022/02/25 01:51:10,15771.137931034482
2022/02/25 01:51:20,15769.362068965518
2022/02/25 01:51:30,15764.293103448275
2022/02/25 01:51:40,15758.586206896553
2022/02/25 01:51:50,15754.189655172413
2022/02/25 01:52:00,15751.224137931034
2022/02/25 01:52:10,15744.310344827587
2022/02/25 01:52:20,15740.189655172413
2022/02/25 01:52:30,15737.448275862069
2022/02/25 01:52:40,15733.965517241379
2022/02/25 01:52:50,15729.568965517241
2022/02/25 01:53:00,15724.758620689656
2022/02/25 01:53:10,15720.396551724138
2022/02/25 01:53:20,15711.379310344828
2022/02/25 01:53:30,15708.672413793103
2022/02/25 01:53:40,15703.465517241379
2022/02/25 01:53:50,15702.344827586207
2022/02/25 01:54:00,15696.172413793103
2022/02/25 01:54:10,15714.534482758621
2022/02/25 01:54:20,15695.586206896553
2022/02/25 01:54:30,15682.103448275862
2022/02/25 01:54:40,15681.620689655172
